Unnamed: 0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,f1,f2,gen,RANK
0,0.417022004702574,0.7203244934421581,0.0001143748173448,0.3023325726318397,0.146755890817113,0.0923385947687978,0.1862602113776709,0.3455607270430477,0.3967674742306699,0.538816734003357,0.417022004702574,2.4821992632522214,1,58.0
1,0.019366957870297,0.678835532939891,0.211628116000059,0.2655466593722262,0.4915731592803383,0.0533625451170803,0.5741176054920131,0.1467285749058101,0.5893055369032842,0.6997583600209312,0.019366957870297,4.408804850291295,1,63.0
2,0.0198801338397955,0.0262109868777192,0.0283064880207946,0.2462110676030459,0.860027948682888,0.5388310643416528,0.5528219786857659,0.8420308923596057,0.1241733151199111,0.2791836790111395,0.0198801338397955,4.198770975872214,1,64.0
3,0.5562402339904189,0.136455225660685,0.0599176895122116,0.1213434557407373,0.0445518785447617,0.1074941291060929,0.2257093386078547,0.7129889803826767,0.5597169820541424,0.0125559801591158,0.5562402339904189,1.693098622821619,1,52.0
4,0.0004020248913574,0.9767591490310596,0.3765803147457744,0.9737835383583224,0.604716100974053,0.828845807980693,0.5747115047081023,0.6280761983073504,0.2855762816956939,0.586833340656083,0.0004020248913574,6.78345900865262,1,70.0
5,0.1434230486702449,0.0783868998549479,0.0183326429130072,0.0667249976393564,0.4585838137084318,0.1133419227675904,0.0277833488486699,0.7548614813904674,0.3948504804606394,0.7469384956075251,0.1434230486702449,2.9353040768779985,1,59.0
6,0.0983468338330501,0.4211076250050521,0.957889530150502,0.5331652849730171,0.6918771139504734,0.3155156310060629,0.6865009276815837,0.8346256718973729,0.0182882773441918,0.7501443149449675,0.0983468338330501,5.427675486264629,1,68.0
7,0.1023344288278258,0.4140559878195683,0.6944001577277451,0.4141792695269026,0.0499534589460871,0.5358964059155116,0.6637946452197888,0.5148891120583086,0.9445947559908132,0.5865550405019929,0.1023344288278258,5.04668787619817,1,68.0
8,0.1147459729533751,0.9494892587070712,0.4499121334799405,0.5783896143871318,0.4081368027612811,0.2370269802430277,0.9033795205622538,0.5736794866722859,0.0028703270311589,0.6171449136207239,0.1147459729533751,4.909874547737474,1,68.0
9,0.0719742796894867,0.967276330000272,0.5681004619199421,0.2032932346609904,0.2523257445703234,0.7438258540750929,0.1954294811093188,0.5813589272732578,0.9700199890883124,0.8468288014900353,0.0719742796894867,5.653561598370551,1,69.0
10,0.119457050333729,0.8126105880328287,0.1467923734172431,0.2642974827269007,0.8190891786335308,0.31058725179421,0.9824174492929428,0.2666387021516352,0.5336533449712114,0.3144670111858496,0.119457050333729,4.64364134875729,1,67.0
11,0.9888610889064948,0.7481656543798394,0.2804439920644052,0.7892793284514885,0.103226006577642,0.4478935261759051,0.9085955030930956,0.2936141483736795,0.2877753385863487,0.1300285721182776,0.9888610889064948,2.7678850194472897,1,62.0
12,0.9163055534683509,0.9096355249515572,0.2571182937821962,0.1108913007440292,0.1929627320191128,0.499584170678886,0.7285856679745962,0.2081944384087914,0.2480335583772307,0.851671874936367,0.9163055534683509,2.8647983742505057,1,63.0
13,0.9594343210617524,0.8039608914986468,0.0323230666235739,0.7093872512312951,0.465001481563506,0.9475489413950998,0.2214327343234883,0.2670720196843658,0.081473964877262,0.4286188286637865,0.9594343210617524,2.7760526989062586,1,62.0
14,0.2398477591475861,0.4937697142687299,0.6199557183813798,0.8289808995501787,0.1567913946460842,0.0185762021774095,0.0700221437192223,0.4863451109370318,0.6063294616533303,0.5688514370864813,0.2398477591475861,3.77111803088316,1,64.0
15,0.3948756129235549,0.9632625284407118,0.1739556666804643,0.1263295194396373,0.1350791580467313,0.5056621656768967,0.0215248052741979,0.947970211217681,0.8271154711707325,0.0150189807421223,0.3948756129235549,3.35129357256756,1,62.0
16,0.5190116274640558,0.770883910501888,0.5688579907047155,0.4657098785919809,0.3426889079532818,0.0682093484167041,0.3779241793280998,0.0796260776982523,0.982817113730445,0.1816128513307637,0.5190116274640558,3.253669518051433,1,61.0
17,0.8118586977205398,0.8749616449558981,0.6884132523859433,0.5694944127453757,0.1609714368156087,0.4668800227633063,0.345172051155215,0.2250399578140846,0.5925118687657968,0.3122698377019169,0.8118586977205398,3.174001521688401,1,62.0
